Version=1.0
국가명,종목명,종목코드,매도수량,매도일,매도단가,매도금액,매수일,매수단가,매수금액,필요경비,양도소득금액,매도일환율,매수일환율
미국,아이온큐,US46222L1089,"1",2024/11/27,"35.000","49,042",2021/10/22,"11.300","13,286","58","35,698","1,401.20","1,175.80"
