Version=1.0
국가명,종목명,종목코드,매도수량,매도일,매도단가,매도금액,매수일,매수단가,매수금액,필요경비,양도소득금액,매도일환율,매수일환율
미국,미국 반도체 3배 디렉시온 ETF,US25459W4583,"1",2024/01/23,"30.840","41,162",2024/01/03,"32.720","42,513","54","-1,405","1,334.70","1,299.30"
